"","X","NUTSID","NUTSName","Year","CDVNVA","VLAAMSBLOOK","VLDVivant","PS","sp.a.spirit","MR","CDH","GROEN","ECOLO","FN","FNB","PVDA","R.W.F.","CDF","PTB","CSP","LSP","PFFMR","MAS","SP","PJUPDB","Electorate","Votes","Validvotes","Invalidvotes","NUTSName_p","Year_p","CDVNVA_p","VLAAMSBLOOK_p","VLDVivant_p","PS_p","sp.a.spirit_p","MR_p","CDH_p","GROEN_p","ECOLO_p","FN_p","FNB_p","PVDA_p","R.W.F._p","CDF_p","PTB_p","CSP_p","LSP_p","PFFMR_p","MAS_p","SP_p","PJUPDB_p"
"1",17,"BE","Belgium",2004,1131119,930731,880279,878577,716317,671422,368753,320874,243567,181351,26775,24807,23090,19718,19645,15722,14166,8434,5675,5527,3442,7552240,6857986,6489991,367995,NA,0.000308783170885753,0.174286682369821,0.143410214282269,0.135636397646776,0.13537414766831,0.110372572165354,0.103454997087053,0.0568187228610949,0.0494413628616742,0.0375296360195261,0.027943182047556,0.00412558353316669,0.00382234736535074,0.00355778613560481,0.00303821684806651,0.00302696875850829,0.00242249950731827,0.00218274570796785,0.00129953955252018,0.00087442340058715,0.000851619054633512,0.0005303551268407
