"","X","NUTSID","NUTSName","Year","SPO","OVP","FPO","GRUNE","LINKE","MARTIN","Personsentitledtovote","Votes","Validvotes","Invalidvotes","NUTSName_p","Year_p","SPO_p","OVP_p","FPO_p","GRUNE_p","LINKE_p","MARTIN_p"
"1",51,"AT","AUSTRIA",2004,833517,817716,157722,322429,19530,349696,6049129,2566639,2500610,66029,NA,0.000801404457312416,0.333325468585665,0.327006610387066,0.0630734100879385,0.12894013860618,0.00781009433698178,0.139844277996169
