"","X","NUTS3","Year","SPO","OVP","FPO","LIF","GRUNE","N","ForumHandicap","KPO","Electorate","Votes","Validvotes","Invalidvotes","Year_p","SPO_p","OVP_p","FPO_p","LIF_p","GRUNE_p","N_p","ForumHandicap_p","KPO_p"
"1",48,"AT",1996,1099147,1114961,1040402,159204,254463,48330,32409,17528,5803516,3900557,3766444,134113,0.000529942832018742,0.291826189371195,0.296024844654534,0.276229249658298,0.0422690474091743,0.0675605425170267,0.0128317319997324,0.00860466795736244,0.00465372643267761
