"","X","NUTSID","NUTSName","CVP","PS","VLD","SP","PRLFDF","VLAAMSBLOK","PSC","AGALEV","ECOLO","VU","FN","WOW","AGIR","PVDAPTB","GU","BEB","NWP","PTBPVDA","RGB","SUD","CSPEVP","LETD","PFF","PHHP","PDB","SP.","JUROPA","PAB","Electorate","Votes","Validvotes","Invalidvotes","NUTSName_p","CVP_p","PS_p","VLD_p","SP_p","PRLFDF_p","VLAAMSBLOK_p","PSC_p","AGALEV_p","ECOLO_p","VU_p","FN_p","WOW_p","AGIR_p","PVDAPTB_p","GU_p","BEB_p","NWP_p","PTBPVDA_p","RGB_p","SUD_p","CSPEVP_p","LETD_p","PFF_p","PHHP_p","PDB_p","SP._p","JUROPA_p","PAB_p"
"1",17,"BE","Belgium",1013266,680142,678421,651371,541724,463919,420198,396198,296573,262043,175732,127504,42917,41816,35977,24132,19930,17454,15549,14054,11999,8822,7690,6385,5945,4820,1969,205,7211311,6537968,5966755,571213,NA,0.169818603244142,0.113988591789004,0.113700160304889,0.109166707867174,0.0907903877400698,0.0777506366525859,0.0704232032319075,0.066400916411014,0.0497042362222012,0.0439171710586407,0.0294518544837185,0.0213690691171332,0.00719268681217848,0.00700816440426999,0.00602957553980346,0.00404440939840835,0.00334017401418359,0.00292520809049475,0.00260593907408633,0.00235538412420151,0.00201097581516251,0.00147852559724674,0.00128880773552794,0.00107009588964186,0.000996353964592144,0.000807809269862765,0.000329995114597465,3.43570332617981e-05
