"","X","ID","Name","Year","sp.a","SLP","NVA","GROEN","VlaamsBelang","CDV","OpenVld","LijstDedecker","CAP","LSP","PVDA","PS","CDH","MR","ECOLO","R.W.F.","FN","PTB","PCGE","MS","LCRPSL","CAPDORAZIO","WALLONIEDABORD","SP","CSP","PFF","ECOLO_G","EUROPAderWERTE","ProDG","VIVANT","Electorate","Votes","Validvotes","Invalidvotes","Name_p","Year_p","sp.a_p","SLP_p","NVA_p","GROEN_p","VlaamsBelang_p","CDV_p","OpenVld_p","LijstDedecker_p","CAP_p","LSP_p","PVDA_p","PS_p","CDH_p","MR_p","ECOLO_p","R.W.F._p","FN_p","PTB_p","PCGE_p","MS_p","LCRPSL_p","CAPDORAZIO_p","WALLONIEDABORD_p","SP_p","CSP_p","PFF_p","ECOLO_G_p","EUROPAderWERTE_p","ProDG_p","VIVANT_p"
"1",223,"BE","BELGIUM",2009,539393,26541,402545,322149,647170,948123,837884,296699,6398,8985,40057,714947,327824,640092,562081,30488,87706,28483,7533,4939,7954,7626,37505,5658,12475,7878,6025,330,3897,2417,7753815,7014415,6571802,442613,NA,0.000305700019568453,0.0820768793703767,0.00403861832721071,0.0612533670369253,0.0490198883046081,0.0984767952534176,0.144271388578049,0.127496841809902,0.0451472822826981,0.000973553372423576,0.00136720491579022,0.00609528406364038,0.108790100492985,0.0498834261896509,0.0973997695000549,0.0855292049273548,0.00463921463245545,0.013345806827412,0.00433412327395135,0.00114626094943213,0.000751544249202882,0.00121032252645469,0.00116041231917821,0.00570695830458678,0.000860951075519317,0.00189826169443328,0.00119875796623209,0.000916795728173186,5.02145378086558e-05,0.000592988041940399,0.000367783448131882
