"","X","NUTSID","NUTSName","Year","OVP","SPO","FPO","Grune","LIF","CSA","KPO","Personsentitledtovote","Voters","Validvotes","Invalidvotes","NUTSName_p","Year_p","OVP_p","SPO_p","FPO_p","Grune_p","LIF_p","CSA_p","KPO_p"
"1",51,"AT","AUSTRIA",1999,859175,888338,655519,260273,74467,43084,20497,5847660,2888733,2801353,87380,NA,0.000713583757562863,0.306700012458266,0.317110339182531,0.234000856014933,0.0929097475398495,0.0265825120932635,0.0153797111609997,0.00731682155015808
