"","X","NUTSID","Year","SPO","OVP","MARTIN","GRUNE","FPO","KPO","JuLis","BZO","Electorate","Votes","Validvotes","Invalidvotes","Year_p","SPO_p","OVP_p","MARTIN_p","GRUNE_p","FPO_p","KPO_p","JuLis_p","BZO_p"
"1",51,"AT",2009,680041,858921,506092,284505,364207,18926,20668,131261,6362761,2925132,2864621,60511,0.000701314414716641,0.237393009406829,0.299837570135805,0.176669793316463,0.0993168031652355,0.12713968095605,0.00660680767193985,0.007214916039504,0.0458214193081738
