"","X","NUTSID","NUTSName","Year","VLD","CVP","PRLFDF","PS","VLAAMSBLOK","SP","ECOLO","VUID","AGAGRO","PSC","FN","VIVANT","VIVANT.","DEBOUT","PC","FNB","CSPEVP","PVDAAE","PNPB","PNPb.","SoLiDe","PFF","ECOLO.","SP.","P.D.B.","PCN","VIVANT..DE","JUROPA","PABAE","Electorate","Votes","Validvotes","Invalidvotes","NUTSName_p","Year_p","VLD_p","CVP_p","PRLFDF_p","PS_p","VLAAMSBLOK_p","SP_p","ECOLO_p","VUID_p","AGAGRO_p","PSC_p","FN_p","VIVANT_p","VIVANT._p","DEBOUT_p","PC_p","FNB_p","CSPEVP_p","PVDAAE_p","PNPB_p","PNPb._p","SoLiDe_p","PFF_p","ECOLO._p","SP._p","P.D.B._p","PCN_p","VIVANT..DE_p","JUROPA_p","PABAE_p"
"1",17,"BE","Belgium",1999,847099,839720,624445,596567,584392,550237,525316,471238,464042,307912,94848,67107,55133,46088,25539,24792,13456,21966,17095,10458,9528,7234,6276,4215,3661,2720,1198,788,72,7343464,6686220,6223142,463078,NA,0.000321220373888303,0.136120789144776,0.134935053707597,0.100342399386034,0.0958626687290761,0.0939062614994162,0.0884178763717749,0.0844133076185631,0.0757234850176969,0.0745671559479118,0.0494785431539245,0.0152411755990784,0.0107834595450337,0.00885935111234807,0.0074059052485063,0.00410387550211774,0.00398383967455668,0.00216225180142121,0.00352972823053049,0.00274700464813433,0.00168050158585486,0.00153105939089932,0.001162435310009,0.00100849378015157,0.000677310593266231,0.000588288038421749,0.000437078247611898,0.000192507257587887,0.000126624139381682,1.15697183191385e-05
