"","NUTSID","NUTSName","Year","CDUCSU","SPD","B90GR","PDS","FDP","REP","MUT","Graue","NPD","Frauen","DP","APD","PASS","PBC","Natur","ASP","CM","BP","HP","BSo","ZENT","FAMILIE","Electorate","Votes","Validvotes","Invalidvotes"
"497","DE","DEUTSCHLAND",1999,13168231,8307085,1741494,1567745,820371,461038,185186,112142,107662,100128,100048,97984,71430,68732,38139,34029,30746,14950,11505,9431,7080,4117,60786904,27468932,27059273,409659
