"","NUTSID","NUTSName","Year","SDP","Kesk","Kok","VL","Vihr","SFPRKP","KD","Perus","EKA","SKP","Lib","SKS","SIK","KA","Electorate","Votes","Validvotes","Invalidvotes"
"28","FI","FINLAND ",2004,350525,387217,392771,151291,172844,94421,70845,8900,3279,10134,3558,3248,1864,5687,4227987,1666932,1656584,10348
