"","NUTSID","NUTSName","Year","SPO","OVP","FPO","GRUNE","LINKE","MARTIN","Personsentitledtovote","Votes","Validvotes","Invalidvotes"
"51","AT","AUSTRIA",2004,833517,817716,157722,322429,19530,349696,6049129,2566639,2500610,66029
