"","NUTSID","SMER","SDKU_DS","SMK_MKP","KDH","LS_HZDS","SNS","SaS","SZ","KDS_OKS","KSS","SF","SDL","ASV","Misia21","DS","LIGA","Electorate","Votes","Validvotes"
"14","SK",264722,140426,93750,89905,74241,45960,39016,17482,17409,13643,13063,5158,3721,3515,2398,2373,4345773,853533,826782
