"","NUTSID","NUTSName","Year","CDUCSU","SPD","B90GR","PDS","FDP","REP","BFB","Graue","DP","APD","STATT","PASS","BP","Forum","PBC","Natur","DSU","NPD","CM","CL","Autonome","BSo","PEAD","BSA","FAMILIE","Other","Electorate","Votes","Validvotes","Invalidvotes"
"497","DE","GERMANY",1994,13739447,11389697,3563268,1670316,1442857,1387070,385676,275866,273776,231265,168738,127104,110778,107615,93210,92031,80618,77227,66766,40115,37672,23851,12992,10678,2781,1833083,60473927,36295529,35411414,884115
