"","NUTSID","NUTSName","Year","VLD","CVP","PRLFDF","PS","VLAAMSBLOK","SP","ECOLO","VUID","AGAGRO","PSC","FN","VIVANT","VIVANT.","DEBOUT","PC","FNB","CSPEVP","PVDAAE","PNPB","PNPb.","SoLiDe","PFF","ECOLO.","SP.","P.D.B.","PCN","VIVANT..DE","JUROPA","PABAE","Electorate","Votes","Validvotes","Invalidvotes"
"17","BE","Belgium",1999,847099,839720,624445,596567,584392,550237,525316,471238,464042,307912,94848,67107,55133,46088,25539,24792,13456,21966,17095,10458,9528,7234,6276,4215,3661,2720,1198,788,72,7343464,6686220,6223142,463078
