"","ID","Name","Year","sp.a","SLP","NVA","GROEN","VlaamsBelang","CDV","OpenVld","LijstDedecker","CAP","LSP","PVDA","PS","CDH","MR","ECOLO","R.W.F.","FN","PTB","PCGE","MS","LCRPSL","CAPDORAZIO","WALLONIEDABORD","SP","CSP","PFF","ECOLO_G","EUROPAderWERTE","ProDG","VIVANT","Electorate","Votes","Validvotes","Invalidvotes"
"223","BE","BELGIUM",2009,539393,26541,402545,322149,647170,948123,837884,296699,6398,8985,40057,714947,327824,640092,562081,30488,87706,28483,7533,4939,7954,7626,37505,5658,12475,7878,6025,330,3897,2417,7753815,7014415,6571802,442613
