"","NUTSID","NUTSName","Year","SocialDemocrats","SocialLiberals","Conservative","CentreDemocrats","SocialistPeoplesParty","TheJuneMovement","PeooplesMovementagainstEC","ChristianPeoplesParty","LiberalParty","ProgressiveParty","Electorate","Votes","Validvotes","Invalidvotes"
"18","DK","DANMARK ",1994,329202,176480,368890,18365,178543,316687,214735,22986,394362,59687,3967962,2113780,2079937,33843
