"","NUTSID","NUTSName","PASOK","ND","KKE","LA.O.S","SYRIZA","OIK.PRAS","PA.M.ME.","KEK","Drasi","ELL.OIK.","D.V.E.OIK.","ChrysiAygi","ANTARSYA","EN.KENT.","MLKKE","LEYKO","Koinonia","EKAD","KOM.FIL.","KOM.NEON","EEK","ASKE","OT","FS","EL.EN.","OAKKE","PANAK","Electorate","Votes","Validvotes","Invalidvotes"
"72","GR","GREECE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133818
