"","NUTSID","NUTSName","Year","DP","LSP","TS","LCS","VNDPS","LDP","KmS","NS","LKD","KKSS","TPP","NCP","Electorate","Votes","Validvotes","Invalidvotes"
"13","LT","Lietuva",2004,363996,174124,151833,135601,89452,82420,68937,58527,33162,31061,14294,3663,2654311,1284050,1207070,76980
