"","NUTSID","NUTSName","ODS","CSSD","KSCM","KDUCSL","Suv.","EDS","VV","SNVA","SZ","SNKED","SSO","DS","PB","Lib.","SDZ","DSZ","NEZInd.","M","SPRRSC","NHZUE","NS","HS","SSCR","KC","Zeleni","BPS","CSNSa","Lib.CZ","SDSN","SSD","SDSvo","CSNS","LaP","Electorate","Votes","Validvotes","Invalidvotes"
"24","CZ","CZECH REPUBLIC",741946,528132,334577,180451,100514,68152,56636,53984,48621,39166,29846,25368,23612,22243,17061,14761,12824,9086,7492,6904,6263,4584,4544,4449,3717,3711,3269,1775,1501,1423,986,791,545,8401374,2371009,2358934,12075
