"","NUTSID","NUTSName","Year","SDE","Kesk","Isamaa","ResPublica","Rahvaliit","ESDTP","Demokraadid","Reform","EPE","VEE","Ind.","Electorate","Votes","Validvotes","Invalidvotes"
"8","EE","EESTI",2004,85429,40703,24374,15457,18687,1057,2849,28372,1329,805,13168,873809,234485,232230,2255
