"","NUTSID","NUTSName","GERB","PESBSPandDSH","DPS","ATAKA","NDSV","SDS","DSB","PBSDPDS","ZNS","KPB","SSD","ZP","GSNB","RZS","Serkedzhieva","Ivanov","Electorate","Votes","Valid","Invalid"
"40","BG","BULGARIA",420001,414786,392650,275237,121398,91871,84350,37645,29752,18988,14392,9976,9398,9147,5323,2782,6691080,1955451,1937696,17750
