"","NUTSID","NUTSName","Year","SDP","Kesk","Kok","VL","Vihr","SFPRKP","SKL","Perus","EKA","KIPU","SKP","Electorate","Voters","Validvotes","Invalidvotes"
"28","FI","FINLAND",1999,221836,264640,313960,112757,166786,84153,29637,9854,1909,29215,7556,4141098,1248122,1242303,5819
