"","NUTSID","NUTSName","Year","CDA","PvdA","VVD","D66","SGR","GL","DG","SP","CD","EBT","LDG","Electorate","Votes","Validvotes","Invalidvotes"
"58","NL","NETHERLANDS",1994,1271855,945869,740443,481843,322793,154547,97206,55311,43299,11547,8844,11618677,4146730,4133557,13173
