"","NUTSID","NUTSName","CVP","PS","VLD","SP","PRLFDF","VLAAMSBLOK","PSC","AGALEV","ECOLO","VU","FN","WOW","AGIR","PVDAPTB","GU","BEB","NWP","PTBPVDA","RGB","SUD","CSPEVP","LETD","PFF","PHHP","PDB","SP.","JUROPA","PAB","Electorate","Votes","Validvotes","Invalidvotes"
"17","BE","Belgium",1013266,680142,678421,651371,541724,463919,420198,396198,296573,262043,175732,127504,42917,41816,35977,24132,19930,17454,15549,14054,11999,8822,7690,6385,5945,4820,1969,205,7211311,6537968,5966755,571213
