"","NUTSID","NUTSName","Year","SocialDemocrats","SocialLiberals","Conservatives","CentreDemocrats","SocialistPeoplesParty","TheJuneMovement","PeoplesMovementAgainstEC","DanishPeoplesParty","ChristianPeoplesParty","LiberalParty","ProgressParty","Electorate","Votes","Validvotes","Invalidvotes","Blank","Otherinvalid"
"19","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
