"","NUTSID","NUTSName","Year","CDVNVA","VLAAMSBLOOK","VLDVivant","PS","sp.a.spirit","MR","CDH","GROEN","ECOLO","FN","FNB","PVDA","R.W.F.","CDF","PTB","CSP","LSP","PFFMR","MAS","SP","PJUPDB","Electorate","Votes","Validvotes","Invalidvotes"
"17","BE","Belgium",2004,1131119,930731,880279,878577,716317,671422,368753,320874,243567,181351,26775,24807,23090,19718,19645,15722,14166,8434,5675,5527,3442,7552240,6857986,6489991,367995
