"","NUTSID","NUTSName","EKD","EP","Hel","IRL","KESK","Kle","LIB","ig","PK","REF","RL","ROH","SDE","Tar","VEE","ur","Aas","Electorate","Votes","Validvotes","Invalidvotes"
"10","EE","ESTONIA",1715,3519,9832,48492,103506,7137,2206,292,612,60877,8860,10851,34508,102460,1267,585,263,909326,399181,396982,2199
