NUTSID,NUTSName,Year,CDUCSU,SPD,B90GR,PDS,FDP,REP,BFB,Graue,DP,APD,STATT,PASS,BP,Forum,PBC,Natur,DSU,NPD,CM,CL,Autonome,BSo,PEAD,BSA,FAMILIE,Other,Electorate,Votes,Validvotes,Invalidvotes
DEA1,Düsseldorf,1994,778919,915266,243186,16077,101177,62858,17365,23827,8644,9092,9390,2839,2037,1261,2949,3994,824,4317,3485,1030,2858,1448,687,360,0,79042,3894825,2235444,2213890,21554
DEA2,Köln,1994,699833,653880,233979,11907,94707,47546,14530,17269,7026,7453,7748,2003,1720,1290,2849,3635,713,3209,3083,952,1787,1134,556,249,0,62676,3013759,1841671,1819058,22613
DEA3,Münster,1994,449276,451768,122472,6273,41856,26105,6801,7531,4864,4027,3712,1281,768,553,944,1824,370,2068,1950,471,1034,568,250,162,0,32377,1893310,1147551,1136928,10623
DEA4,Detmold,1994,352803,330744,100407,4521,36620,20534,7087,5418,4425,3139,3002,951,807,515,2199,1581,413,1924,2303,488,1234,458,238,144,0,29239,1486653,893312,881955,11357
DEA5,Arnsberg,1994,572444,740867,160817,10133,58784,52181,11612,13962,5031,7362,6310,2290,1422,875,3878,2932,588,4277,3498,843,1732,915,497,231,0,56643,2816602,1680920,1663481,17439
DEB1,Koblenz,1994,349257,311257,64304,2456,31484,20366,6036,4287,4456,4199,2605,898,843,472,1895,1636,287,1201,1636,557,545,346,127,151,0,26141,1123874,835723,811301,24422
DEB2,Trier,1994,133280,95890,23667,953,9814,6405,1602,1562,1564,1344,810,315,274,140,235,594,108,349,697,214,187,121,43,72,0,8629,389078,292436,280240,12196
DEB3,Rheinhessen-Pfalz,1994,391431,411087,98727,4485,44686,52727,8582,5396,9251,6294,3482,1619,1236,807,2458,2788,498,2655,2279,803,838,549,242,306,0,41501,1467980,1086036,1053226,32810
DEC0,Saarland,1994,212618,258990,48984,2501,22240,25574,4501,2868,3257,3615,1891,821,276,281,545,862,110,821,1557,251,648,153,128,154,2781,21019,838901,621709,596427,25282
DED1,Chemnitz,1994,372565,214006,45151,134136,36092,34977,8746,8954,2472,11442,2840,10588,928,12022,3902,2843,16158,2037,2770,3128,1017,723,724,481,0,83029,1356711,982765,928702,54063
DED2,Dresden,1994,383388,150367,50146,166509,34179,32630,11313,11895,3361,12085,3124,11662,920,10210,1890,3201,16704,2683,1585,1972,952,1147,1116,538,0,85045,1365841,967729,913577,54152
DED3,Leipzig,1994,181492,136332,39566,96792,20026,16727,7128,7588,1807,6969,1556,5730,522,9277,901,1651,8948,1040,588,436,582,385,619,318,0,48917,872349,574503,546980,27523
DEE1,Dessau,1994,89789,78301,15915,49809,14047,8789,3405,3358,834,4672,1076,6117,537,3373,559,995,1534,783,487,359,374,833,265,371,0,26527,454913,298697,286582,12115
DEE2,Halle,1994,137516,114955,23675,84485,27225,12219,4445,7096,1251,6853,2047,9070,643,6980,536,1422,1986,1417,638,563,522,1454,546,455,0,43479,721095,469985,447999,21986
DEE3,Magdeburg,1994,186201,190081,38317,124999,23356,16981,6127,8031,1643,8021,2349,11766,781,7284,1065,1939,2279,1620,860,709,832,1280,489,647,0,51595,986794,660225,637657,22568
DEF0,Schleswig-Holstein,1994,434376,380506,127840,7213,40879,22017,14207,8221,4096,6540,8807,1465,946,1219,2144,3136,715,2308,1581,667,1281,468,197,329,0,44120,2110508,1083713,1071158,12555
DEG0,Thüringen,1994,487553,353116,81745,230111,57896,39543,10062,12153,4718,13079,7169,11299,1674,21012,1897,4983,12740,3491,1276,1519,1120,1338,642,517,0,100627,1959432,1409197,1360653,48544
DE1,Baden-Württemberg,1994,1912493,1210476,600441,23078,235204,270965,49577,26555,62490,28463,35532,5492,6263,4029,29200,13965,1558,10396,12160,11000,4314,2002,1106,953,0,255478,7197510,4782742,4557712,225030
DE2,Bayern,1994,2393374,1162117,427733,18828,163399,322702,90670,21724,106973,25979,18151,6165,77815,3349,11581,12066,2393,7169,9226,6695,3876,2036,1020,827,0,317045,8758640,4940540,4895868,44672
DE3,Berlin,1994,375889,372559,189176,211055,42310,44197,11529,21670,7242,11401,6735,6841,949,6073,2043,4739,2035,2253,1203,543,2374,1113,583,635,0,78432,2513128,1343515,1325147,18368
DE4,Brandenburg,1994,184097,290487,35923,177746,21509,18348,6890,6462,3151,8007,1854,10506,1053,4143,1567,2954,3159,2282,1627,1406,989,1045,696,610,0,51511,1932859,801432,786511,14921
DE5,Bremen,1994,74523,108511,42766,5519,12158,8000,2603,3540,512,1313,2055,524,191,323,542,944,296,722,384,121,603,129,57,143,0,12399,511455,269668,266479,3189
DE6,Hamburg,1994,204760,220503,117417,8919,23419,19671,9704,7867,1817,2682,11670,891,565,873,978,1874,296,957,773,240,800,192,103,141,0,32719,1245025,644190,637112,7078
DE7,Hessen,1994,881371,832638,291865,19756,111194,109133,33817,16376,12227,16880,10826,4324,3747,2229,8036,6871,1432,9222,5232,2482,2744,997,573,727,0,104925,4300917,2426056,2384699,41357
DE8,Mecklenburg-Vorpommern,1994,283940,190287,40269,230815,19041,21596,7846,5741,2310,8163,2777,7920,1232,6868,1592,2325,2693,2463,957,1292,957,1926,958,464,0,50638,1380514,908563,844432,64131
DE9,Niedersachsen,1994,1216259,1214706,298780,21240,119555,74279,29491,16515,8354,12191,11220,3727,2629,2157,6825,6277,1781,5563,4931,1374,3472,1091,530,693,0,89330,5881254,3097207,3063640,33567
DEA,Nordrhein-Westfalen,1994,2853275,3092525,860861,48911,333144,209224,57395,68007,29990,31073,30162,9364,6754,4494,12819,13966,2908,15795,14319,3784,8645,4523,2228,1146,0,259977,13105149,7798898,7715312,83586
DEB,Rheinland-Pfalz,1994,873968,818234,186698,7894,85984,79498,16220,11245,15271,11837,6897,2832,2353,1419,4588,5018,893,4205,4612,1574,1570,1016,412,529,0,76271,2980932,2214195,2144767,69428
DEC,Saarland,1994,212618,258990,48984,2501,22240,25574,4501,2868,3257,3615,1891,821,276,281,545,862,110,821,1557,251,648,153,128,154,2781,21019,838901,621709,596427,25282
DED,Sachsen,1994,937445,500705,134863,397437,90297,84334,27187,28437,7640,30496,7520,27980,2370,31509,6693,7695,41810,5760,4943,5536,2551,2255,2459,1337,0,216991,3594901,2524997,2389259,135738
DEE,Sachsen-Anhalt,1994,413506,383337,77907,259293,64628,37989,13977,18485,3728,19546,5472,26953,1961,17637,2160,4356,5799,3820,1985,1631,1728,3567,1300,1473,0,121601,2162802,1428907,1372238,56669
DEF,Schleswig-Holstein,1994,434376,380506,127840,7213,40879,22017,14207,8221,4096,6540,8807,1465,946,1219,2144,3136,715,2308,1581,667,1281,468,197,329,0,44120,2110508,1083713,1071158,12555
DEG,Thüringen,1994,487553,353116,81745,230111,57896,39543,10062,12153,4718,13079,7169,11299,1674,21012,1897,4983,12740,3491,1276,1519,1120,1338,642,517,0,100627,1959432,1409197,1360653,48544
DE,GERMANY,1994,13739447,11389697,3563268,1670316,1442857,1387070,385676,275866,273776,231265,168738,127104,110778,107615,93210,92031,80618,77227,66766,40115,37672,23851,12992,10678,2781,1833083,60473927,36295529,35411414,884115
