"","country_year","EU.stance.mean","EU.stance.sd","inst.EUS","gen.EUS","nation","year","left.mean","pola.sum","pola.index","rile.sum","rile.pola.index","sum.EUS.vote","p2sum","enop","member","CEE","member.dur","avg.EUS","diff.EUS"
"67","37_04",13.3441557884217,2.34171734119109,33.9092872570194,18.3585313174946,37,2004,4,3.52800003051758,1.87829710922356,2.73127687544067,1.65265751910088,0,0.52,1.92307692307692,2004,0,0,26.133909287257,26.133909287257
"68","37_09",24.7640604376793,33.3578893993593,30.3157894736842,18.5263157894737,37,2009,5,3.81199996948242,1.95243437008326,8.69940764868965,2.94947582609006,0,0.555555555555556,1.8,2004,0,5,24.421052631579,24.421052631579
"69","41_04",0.651180011885499,16.9162126627393,27.8180619644034,11.4700065919578,41,2004,6.57142857142857,22.5684896208316,4.75063044456539,10.7558410603981,3.27960989454509,1.89999997615814,0.252729313335374,3.95680258377069,1952,0,52,19.6440342781806,17.7440343020225
"70","41_09",-1.04443642922811,20.2347658445783,26.6757865937073,11.2175102599179,41,2009,6,14.6719999217987,3.83040466815175,4.43353431793305,2.1055959531527,1.29999995231628,0.219491878384007,4.55597722960152,1952,0,57,18.9466484268126,17.6466484744963
"71","41_79",9.63722376823427,6.11206477903285,22.6477024070022,5.25164113785558,41,1979,3.4,7.53168004455565,2.74439065086508,10.004493718706,3.16298809967822,3.20000004768372,0.375095259868922,2.66598943518895,1952,0,27,13.9496717724289,10.7496717247452
"72","41_84",9.40195374488831,3.71399490743647,5.97519729425028,34.9492671927847,41,1984,5.6,25.029760295105,5.0029751443621,7.40610839944144,2.72141661629407,8.19999980926514,0.357110196616369,2.80025608194622,1952,0,32,20.4622322435175,12.2622324342524
"73","41_89",0.648977200190225,20.804175545493,30.3125,9.16666666666667,41,1989,6.16666666666667,37.7361102294922,6.1429724262357,19.5179613574524,4.41791368832081,7.09999990463257,0.266880048773053,3.74700171330668,1952,0,37,19.7395833333333,12.6395834287008
"74","41_94",3.59112385341099,14.4730886893488,11.0505450941526,37.9088206144698,41,1994,5.71428571428571,9.7080000974694,3.1157663740193,10.7273502183177,3.27526338151876,3.90000009536743,0.339659218447097,2.94412736557525,1952,0,42,24.4796828543112,20.5796827589438
"75","41_99",-0.897346428462431,23.1533523940788,40.8013544018059,11.6817155756208,41,1999,4.5,34.9569994425773,5.91244445577101,8.34241727580861,2.88832430239553,1.70000004768372,0.308437914498521,3.24214356599405,1952,0,47,26.2415349887134,24.5415349410296
"76","42_04",7.94233520825703,15.9969942747444,38.8319672131148,19.7745901639344,42,2004,5.33333333333333,38.2151113608149,6.18183721565158,3.94974854700079,1.98739743056108,6.30000019073486,0.290123456790123,3.4468085106383,1995,0,9,29.3032786885246,23.0032784977897
